Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
ULTRAPAR PARTICIPAÇÕES SA,UGPA3,19.18,19.62,2.1,111066000.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP3,79.14,5.57,28.6,2696470.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP5,85.25,6.02,28.6,81072.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP6,87.81,6.22,28.6,31716800.0,[]
USIMINAS,USIM3,20.79,6.33,22.6,9879510.0,[]
USIMINAS,USIM5,20.06,6.12,22.6,455883000.0,[]
USIMINAS,USIM6,28.0,8.4,22.6,5548.0,[]
VALE,VALE3,109.78,4.21,56.3,2653800000.0,[]
VAMOS,VAMO3,48.5,30.73,23.8,24377600.0,[]
VIVARA S.A.,VIVA3,27.9,33.31,18.3,24846600.0,[]
VIVER,VIVR3,2.52,-10.9,-71.5,13027000.0,['RECUPERAÇÃO JUDICIAL']
TELEF BRASIL,VIVT3,44.29,14.21,13.2,92667100.0,[]
VALID,VLID3,9.98,23.95,3.5,7723180.0,[]
VULCABRAS S/A.,VULC3,8.92,36.63,5.1,5338130.0,[]
VIAVAREJO,VVAR3,12.46,10.45,8.8,479369000.0,[]
WEG SA,WEGE3,32.65,36.52,19.6,347227000.0,[]
WHIRLPOOL S.A.,WHRL3,7.05,8.52,10.2,102232.0,[]
WHIRLPOOL S.A.,WHRL4,8.0,9.93,10.2,223158.0,[]
WIZ S.A.,WIZS3,11.34,3.68,49.1,36204000.0,[]
WLM,WLMM3,24.29,8.84,7.1,13190.0,[]
WLM,WLMM4,31.5,11.83,7.1,50061.0,[]
YDUQS PART,YDUQ3,30.35,47.07,6.6,73363800.0,[]
