Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
IMC S/A,MEAL3,2.05,32.83,1.33,4760000.0,FASE OPERACIONAL
OMEGAENERGIA,MEGA3,10.5,12.72,113.13,25120000.0,FASE OPERACIONAL
MELNICK,MELK3,3.81,6.42,8.46,1020000.0,FASE OPERACIONAL
MANGELS INDL,MGEL4,16.9,3.67,21.89,27980.0,FASE OPERACIONAL
MAGAZ LUIZA,MGLU3,3.59,,0.08,644090000.0,FASE OPERACIONAL
MILLS,MILS3,7.24,9.02,23.53,8840000.0,FASE OPERACIONAL
MULTILASER,MLAS3,4.89,6.04,14.48,11020000.0,FASE OPERACIONAL
MUNDIAL,MNDL3,22.5,3.8,13.74,72690.0,FASE OPERACIONAL
MINUPAR,MNPR3,7.06,0.87,17.77,97610.0,FASE OPERACIONAL
MONT ARANHA,MOAR3,449.5,11.07,83518.26,194350.0,FASE OPERACIONAL
MOVIDA,MOVI3,16.87,6.91,31.95,44910000.0,FASE OPERACIONAL
MARFRIG,MRFG3,16.1,2.4,15.12,128340000.0,FASE OPERACIONAL
MRV,MRVE3,9.41,8.38,15.46,81000000.0,FASE OPERACIONAL
MELHOR SP,MSPA3,50.01,-16.53,-14.52,37848.0,FASE OPERACIONAL
MELHOR SP,MSPA4,46.5,-16.53,-14.52,78689.0,FASE OPERACIONAL
METAL IGUACU,MTIG4,40.0,-5.47,-50.60,1920.0,FASE OPERACIONAL
MITRE REALTY,MTRE3,5.39,8.89,8.98,2650000.0,FASE OPERACIONAL
METISA,MTSA4,39.89,5.68,12.45,70200.0,FASE OPERACIONAL
MULTIPLAN,MULT3,24.64,20.88,53.45,136290000.0,FASE OPERACIONAL
WETZEL S/A,MWET3,16.99,4.5,7.43,8229.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
WETZEL S/A,MWET4,10.68,4.5,7.43,34520.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IOCHP-MAXION,MYPK3,16.13,4.59,9.97,21750000.0,FASE OPERACIONAL
NEOENERGIA,NEOE3,17.99,6.44,19.37,32240000.0,FASE OPERACIONAL
NEOGRID,NGRD3,2.18,20.25,6.06,2970000.0,FASE OPERACIONAL
GETNINJAS,NINJ3,3.75,1.77,-91.35,1090000.0,FASE OPERACIONAL
NORDON MET,NORD3,8.75,-153.14,-33.10,1200.0,PARALISADA
GRUPO NATURA,NTCO3,17.58,37.1,2.19,288570000.0,FASE OPERACIONAL
NUTRIPLANT,NUTR3,250.0,2.65,10.37,76923.0,FASE OPERACIONAL
ODONTOPREV,ODPV3,10.2,9.71,30.51,13430000.0,FASE OPERACIONAL
OUROFINO S/A,OFSA3,22.7,10.07,15.59,294240.0,FASE OPERACIONAL
OI,OIBR3,0.65,-16.82,-19.43,52000000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
OI,OIBR4,1.22,-16.82,-19.43,1210000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
ONCOCLINICAS,ONCO3,5.33,18.52,6.71,10730000.0,FASE OPERACIONAL
OCEANPACT,OPCT3,2.57,49.67,2.66,4120000.0,FASE OPERACIONAL
ORIZON,ORVR3,32.02,24.64,25.83,15690000.0,FASE OPERACIONAL
OSX BRASIL,OSXB3,6.87,5.87,2749.78,100980.0,FASE OPERACIONAL
IHPARDINI,PARD3,21.29,7.45,18.81,3550000.0,FASE OPERACIONAL
PANATLANTICA,PATI3,77.5,6.39,11.24,1600.0,FASE OPERACIONAL
PANATLANTICA,PATI4,60.2,6.39,11.24,3230.0,FASE OPERACIONAL
P.ACUCAR-CBD,PCAR3,19.79,6.14,3.18,52230000.0,FASE OPERACIONAL
PDG REALT,PDGR3,1.32,-3.06,-105.42,1580000.0,FASE OPERACIONAL
PADTEC,PDTC3,3.47,6.07,14.48,330740.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB3,61.0,3.15,602.28,2720.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB4,75.0,3.15,602.28,5170.0,FASE OPERACIONAL
PETROBRAS,PETR3,33.76,2.52,47.69,604760000.0,FASE OPERACIONAL
PETROBRAS,PETR4,30.28,2.52,47.69,2500000000.0,FASE OPERACIONAL
PETZ,PETZ3,12.48,28.97,6.84,149980000.0,FASE OPERACIONAL
PROFARMA,PFRM3,3.7,7.69,2.03,534300.0,FASE OPERACIONAL
PAGUE MENOS,PGMN3,6.28,9.46,4.62,8210000.0,FASE OPERACIONAL
PLASCAR PART,PLAS3,7.8,-10.38,-5.25,3810.0,FASE OPERACIONAL
PLANOEPLANO,PLPL3,2.56,4.8,10.76,2410000.0,FASE OPERACIONAL
PARANAPANEMA,PMAM3,6.98,-9.83,-7.29,1460000.0,FASE OPERACIONAL
DIMED,PNVL3,11.33,22.8,3.03,7440000.0,FASE OPERACIONAL
MARCOPOLO,POMO3,2.4,14.39,7.05,408480.0,FASE OPERACIONAL
MARCOPOLO,POMO4,2.85,14.39,7.05,13450000.0,FASE OPERACIONAL
WILSON SONS,PORT3,8.8,11.07,25.01,5130000.0,FASE OPERACIONAL
POSITIVO TEC,POSI3,8.64,4.99,10.11,20750000.0,FASE OPERACIONAL
PETRORIO,PRIO3,27.81,8.68,52.28,498530000.0,FASE OPERACIONAL
PRINER,PRNR3,6.6,8.71,6.33,933530.0,FASE OPERACIONAL
PORTOBELLO,PTBL3,8.37,5.24,15.91,6070000.0,FASE OPERACIONAL
PETTENATI,PTNT3,13.22,5.48,11.80,58000.0,FASE OPERACIONAL
PETTENATI,PTNT4,6.2,5.48,11.80,70600.0,FASE OPERACIONAL
QUALICORP,QUAL3,11.73,7.72,29.18,47000000.0,FASE OPERACIONAL
RAIADROGASIL,RADL3,21.29,27.85,5.28,151540000.0,FASE OPERACIONAL
RUMO S.A.,RAIL3,18.39,28.1,20.17,182170000.0,FASE OPERACIONAL
RAIZEN,RAIZ4,6.19,5.33,3.23,82810000.0,FASE OPERACIONAL
IRANI,RANI3,7.44,4.76,30.26,9400000.0,FASE OPERACIONAL
RANDON PART,RAPT3,8.96,5.37,11.93,221950.0,FASE OPERACIONAL
RANDON PART,RAPT4,10.22,5.37,11.93,25630000.0,FASE OPERACIONAL
RECRUSUL,RCSL3,3.06,74.45,2.35,7730000.0,FASE OPERACIONAL
RECRUSUL,RCSL4,0.77,74.45,2.35,426490.0,FASE OPERACIONAL
RNI,RDNI3,7.51,30.41,5.05,73350.0,FASE OPERACIONAL
REDE D OR,RDOR3,33.99,23.12,17.10,160290000.0,FASE OPERACIONAL
PETRORECSA,RECV3,27.42,12.03,37.30,26340000.0,FASE OPERACIONAL
REDE ENERGIA,REDE3,5.95,6.05,21.17,19190.0,FASE OPERACIONAL
LOCALIZA,RENT3,54.67,14.31,32.06,347910000.0,FASE OPERACIONAL
RENOVA,RNEW11,4.72,3.96,298.74,70620.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
RENOVA,RNEW3,1.83,3.96,298.74,104750.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
RENOVA,RNEW4,1.41,3.96,298.74,448720.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
