Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
bahi3,"R$ 5,13","-46,56%","-24,55","1,45",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,37",-,-,"-1,52%","42,82%","19,70%","24,40%","2,68","3,32","1,53","1,89","0,25","-1,00","-0,26","3,53","-0,21","0,66","-5,92%","34,66%","-0,03%","1,10","1,16","1,44","1,22","0,17","0,83","0,21","46,96%",R$ 135.383.000,R$ 238.247.000,R$ 93.107.000, 26.390.000,R$ 547.054.000,R$ 35.000.000,R$ 113.649.000,R$ 102.864.000,R$ 10.785.000,Tradicional,"26,10%",-,R$ 56.000,Consumo Cíclico,Serviços Educacionais,14/10/2024,
balm3,"R$ 16,00","55,52%","7,72","0,99","4,85%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,94","4,85%","30,76%","12,23%","61,93%","11,09%","14,10%","3,51","4,47","6,70","8,52","0,60","1,31","-2,10","16,11","2,07","0,63","12,86%","6,41%","4,56%","-0,29","-1,97","-2,51","0,12","0,60","0,40","2,74","2,14%",R$ 128.380.000,R$ 82.205.000,R$ 157.918.000, 9.800.000,R$ 263.441.000,R$ 188.625.000,R$ 18.290.000,R$ -46.175.000,R$ 64.465.000,Tradicional,"34,89%",-,R$ 5.000,Saúde,Equipamentos,11/10/2024,"23,51%"
balm4,"R$ 10,20","8,10%","4,92","0,63","7,58%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,60","7,58%","30,76%","12,23%","61,93%","11,09%","14,10%","3,51","4,47","4,27","5,43","0,38","0,84","-1,34","16,11","2,07","0,63","12,86%","6,41%","4,56%","-0,29","-1,97","-2,51","0,12","0,60","0,40","2,74","2,14%",R$ 128.380.000,R$ 82.205.000,R$ 157.918.000, 9.800.000,R$ 263.441.000,R$ 188.625.000,R$ 18.290.000,R$ -46.175.000,R$ 64.465.000,Tradicional,"34,89%",-,R$ 10.000,Saúde,Equipamentos,14/10/2024,"23,51%"
bauh4,"R$ 78,98","12,83%","18,87","3,62","1,04%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,78","1,04%","18,59%","9,45%","25,05%","7,25%","9,76%","7,11","9,56","18,27","24,58","2,38","18,55","-4,31","21,79","4,19","1,34","19,21%","11,50%","12,63%","-0,30","-1,50","-2,01","0,01","0,66","0,34","1,40","4,78%",R$ 194.177.000,R$ 160.404.000,R$ 113.812.000, 5.222.000,R$ 173.093.000,R$ 77.424.000,R$ 836.000,R$ -33.773.000,R$ 34.609.000,Tradicional,"28,89%",-,R$ 21.000,Consumo não Cíclico,Carnes e Derivados,14/10/2024,"-4,73%"
baza3,"R$ 92,30","9,76%","3,92","0,80","6,87%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,17","6,87%","28,17%","29,73%","17,68%","36,50%",-,,"1,95",,"3,20","0,10","-0,14","-0,11","115,26","23,52","0,09","20,40%","21,80%","2,58%","-0,31",,"-1,24",-,"0,13","0,87","0,09","24,10%",R$ 5.174.182.000,R$ 3.160.144.000,R$ 6.461.355.000, 56.058.000,R$ 51.049.087.000,R$ 3.685.424.000,,,R$ 2.014.038.000,Tradicional,"2,99%",-,R$ 158.000,Financeiro,Bancos,14/10/2024,"36,78%"
bbas3,"R$ 26,52","16,93%","4,70","0,85","9,50%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,57","9,50%","44,63%","12,16%","36,34%","15,45%",-,,"3,70",,"3,70","0,07","0,20","-0,10","31,21","5,64","0,11","18,08%","19,54%","1,50%",,,,,"0,08","0,92","9,06","15,66%",R$ 151.981.718.000,R$ 151.981.718.000,R$ 178.886.881.000, 5.730.834.000,R$ 2.330.349.036.000,R$ 873.846.598.000,,,R$ 85.770.646.000,Novo Mercado,"49,60%","100,00%",R$ 389.041.000,Financeiro,Bancos,14/10/2024,"13,10%"
bbdc3,"R$ 13,17","12,05%","10,72","0,85","10,56%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,65","10,56%","71,23%","6,06%","31,52%","4,13%",-,,"16,83",,"15,73","0,07","-1,86","-0,09","15,47","1,23","0,11","7,94%","2,72%","0,67%",,,,,"0,08","0,92","0,84","16,85%",R$ 149.984.333.000,R$ 149.984.333.000,R$ 164.632.437.000, 10.642.170.000,R$ 2.003.850.390.000,R$ 385.962.408.000,,,R$ 214.796.802.000,Nível 1,"62,16%","100,00%",R$ 79.769.000,Financeiro,Bancos,14/10/2024,"-9,99%"
bbdc4,"R$ 15,02","11,36%","12,23","0,97","10,20%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,74","10,20%","71,23%","6,06%","31,52%","4,13%",-,,"16,83",,"17,94","0,08","-2,12","-0,10","15,47","1,23","0,11","7,94%","2,72%","0,67%",,,,,"0,08","0,92","0,84","16,85%",R$ 149.984.333.000,R$ 149.984.333.000,R$ 164.632.437.000, 10.642.170.000,R$ 2.003.850.390.000,R$ 385.962.408.000,,,R$ 214.796.802.000,Nível 1,"62,16%","80,00%",R$ 551.395.000,Financeiro,Bancos,14/10/2024,"-9,99%"
bbml3,-,-,-,-,-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,15/03/2021,
bbse3,"R$ 33,97","12,60%","8,10","6,75","7,78%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,"7,78%","63,23%",-,-,-,-,,"6,76",,"7,21","3,57","-436,16","-5,03","5,03","4,19",-,"83,37%","77,41%","44,11%","-0,43",,"-0,45",-,"0,53","0,47","0,97",,R$ 67.940.000.000,R$ 63.653.050.000,R$ 10.061.717.000, 2.000.000.000,R$ 19.018.963.000,R$ 5.503.218.000,R$ -,R$ -4.286.950.000,R$ 4.286.950.000,Novo Mercado,"31,87%","100,00%",R$ 156.525.000,Financeiro,Seguradoras,14/10/2024,"4,73%"
bdll3,"R$ 12,00","3,90%","-0,21","-0,09",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,84",-,-,"-399,21%","-47,19%","-270,68%","-262,96%","-3,04","-2,95","-0,32","-0,31","0,03","-0,09","-0,06","-138,76","-57,13","0,04","-41,17%","187,94%","-14,96%","-0,75","-2,76","-2,68","-0,83","-0,40","1,40","0,53","-9,66%",R$ 16.519.000,R$ 182.866.000,R$ -222.010.000, 1.600.000,R$ 553.992.000,R$ 253.734.000,R$ 183.498.000,R$ 166.347.000,R$ 17.151.000,Nível 1,"76,94%",-,,Bens Industriais,Máquinas e Equipamentos Industriais,29/09/2024,
bdll4,"R$ 9,30","-4,12%","-0,16","-0,07",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,65",-,-,"-399,21%","-47,19%","-270,68%","-262,96%","-3,04","-2,95","-0,25","-0,24","0,03","-0,07","-0,05","-138,76","-57,13","0,04","-41,17%","187,94%","-14,96%","-0,75","-2,76","-2,68","-0,83","-0,40","1,40","0,53","-9,66%",R$ 16.519.000,R$ 182.866.000,R$ -222.010.000, 1.600.000,R$ 553.992.000,R$ 253.734.000,R$ 183.498.000,R$ 166.347.000,R$ 17.151.000,Nível 1,"76,94%",-,R$ 000,Bens Industriais,Máquinas e Equipamentos Industriais,10/10/2024,
beef3,"R$ 5,55","-30,01%","47,63","5,03",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,12",-,-,"0,25%","21,16%","7,65%","9,59%","4,81","6,02","1,25","1,57","0,10","0,26","-0,29","1,10","0,12","0,81","10,57%","7,89%","0,20%","14,30","3,56","4,45","38,95","0,02","0,96","2,22","10,40%",R$ 3.370.422.000,R$ 12.944.154.000,R$ 669.700.000, 607.283.000,R$ 34.855.127.000,R$ 23.415.624.000,R$ 26.086.717.000,R$ 9.573.732.000,R$ 16.512.985.000,Novo Mercado,"42,98%","100,00%",R$ 46.154.000,Consumo não Cíclico,Carnes e Derivados,14/10/2024,"34,13%"
bees3,"R$ 8,84","9,11%","8,45","1,29","7,42%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,55","7,42%","62,67%","6,55%","29,31%","8,84%",-,,"6,33",,"6,26","0,07","-0,10","-0,08","6,83","1,05","0,13","15,31%","15,31%","0,86%",,,,,"0,06","0,94","0,16","18,91%",R$ 2.823.236.000,R$ 2.823.236.000,R$ 2.158.366.000, 315.912.000,R$ 38.348.042.000,R$ 5.450.631.000,,,R$ 3.967.467.000,Tradicional,"4,59%","100,00%",R$ 111.000,Financeiro,Bancos,14/10/2024,"9,10%"
bees4,"R$ 9,20","-0,84%","8,80","1,35","7,13%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,58","7,13%","62,67%","6,55%","29,31%","8,84%",-,,"6,33",,"6,52","0,08","-0,10","-0,09","6,83","1,05","0,13","15,31%","15,31%","0,86%",,,,,"0,06","0,94","0,16","18,91%",R$ 2.823.236.000,R$ 2.823.236.000,R$ 2.158.366.000, 315.912.000,R$ 38.348.042.000,R$ 5.450.631.000,,,R$ 3.967.467.000,Tradicional,"4,59%","100,00%",R$ 34.000,Financeiro,Bancos,14/10/2024,"9,10%"
bgip3,"R$ 25,50","2,04%","4,03","0,66","8,60%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,38","8,60%","36,40%","9,51%","38,81%","14,08%",-,,"2,63",,"2,72","0,05","-0,37","-0,09","38,51","6,33","0,12","16,43%","18,92%","1,16%",,,,,"0,07","0,93","0,80","12,61%",R$ 457.478.000,R$ 457.478.000,R$ 714.729.000, 18.558.000,R$ 10.131.331.000,R$ 4.981.031.000,,,R$ 88.537.000,Tradicional,"8,54%","100,00%",R$ 3.000,Financeiro,Bancos,07/10/2024,"7,03%"
bgip4,"R$ 23,80","7,39%","3,76","0,62","10,27%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,36","10,27%","36,40%","9,51%","38,81%","14,08%",-,,"2,63",,"2,54","0,04","-0,34","-0,09","38,51","6,33","0,12","16,43%","18,92%","1,16%",,,,,"0,07","0,93","0,80","12,61%",R$ 457.478.000,R$ 457.478.000,R$ 714.729.000, 18.558.000,R$ 10.131.331.000,R$ 4.981.031.000,,,R$ 88.537.000,Tradicional,"8,54%","100,00%",R$ 18.000,Financeiro,Bancos,14/10/2024,"7,03%"
bhia3,"R$ 4,48","-68,00%","-0,21","0,13",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,02",-,-,"-7,68%","42,55%","-4,93%","-0,78%","-35,50","-5,58","-2,05","-0,32","0,01","-0,11","-0,02","34,10","-21,67","0,86","-63,54%","-20,98%","-6,61%","2,15","-33,46","-5,26","2,72","0,10","0,90","0,76","0,90%",R$ 425.974.000,R$ 7.384.974.000,R$ 3.242.000.000, 95.083.000,R$ 31.176.000.000,R$ 12.733.000.000,R$ 8.817.000.000,R$ 6.959.000.000,R$ 1.858.000.000,Novo Mercado,"99,75%","100,00%",R$ 15.084.000,Consumo Cíclico,Eletrodomésticos,14/10/2024,
biom3,"R$ 8,90","109,41%","-10,13","2,60",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","6,41",-,-,"-63,23%","22,57%","-61,95%","-52,49%","-11,38","-9,64","-12,20","-10,34","1,57","3,70","-3,64","3,42","-0,88","0,25","-25,69%","-17,57%","-15,54%","-0,18","0,83","0,70","0,44","0,60","0,40","3,97","69,11%",R$ 792.992.000,R$ 739.243.000,R$ 304.663.000, 89.100.000,R$ 504.137.000,R$ 286.499.000,R$ 133.104.000,R$ -53.749.000,R$ 186.853.000,Tradicional,"56,32%",-,R$ 636.000,Saúde,Medicamentos e Outros Produtos,14/10/2024,
blau3,"R$ 13,68","-14,86%","11,37","1,20","2,75%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,56","2,75%","36,21%","13,71%","33,05%","4,52%","7,63%","21,95","37,04","20,42","34,45","0,79","2,19","-1,53","11,39","1,20","0,51","10,57%","-0,31%","6,88%","0,09","1,53","2,58","0,27","0,66","0,34","3,98","10,03%",R$ 2.454.109.000,R$ 2.638.123.000,R$ 2.042.719.000, 179.393.000,R$ 3.098.088.000,R$ 1.498.275.000,R$ 560.390.000,R$ 184.014.000,R$ 376.376.000,Nível 1,"16,55%","100,00%",R$ 4.009.000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",14/10/2024,"1,26%"
blut4,"R$ 1,52","-45,71%","-1,66","0,14",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,-,-,-,-,-,-,,"-3,31",,"-1,82","0,04","0,25","-0,06","11,09","-0,92",-,"-8,26%","-7,53%","-2,46%",-,,-,-,"0,30","0,52","1,91",,R$ 14.115.000,R$ 14.115.000,R$ 56.569.000, 5.102.000,R$ 189.948.000,R$ 66.000.000,R$ -,R$ -,R$ -,Tradicional,"0,00%",-,,Financeiro,Holdings Diversificadas,22/02/2023,
bmeb3,"R$ 36,71","167,34%","6,88","2,17","4,37%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,74","4,37%","32,91%","10,75%","56,95%","14,07%",-,,"5,41",,"5,26","0,17","-0,29","-0,23","16,92","5,33","0,23","31,52%","31,48%","2,52%",,,,,"0,08","0,92","0,29","18,47%",R$ 3.959.063.000,R$ 3.959.063.000,R$ 1.773.657.000, 104.831.000,R$ 22.160.762.000,R$ 5.466.223.000,,,R$ 3.686.938.000,Tradicional,"46,32%",-,R$ 22.000,Financeiro,Bancos,14/10/2024,"35,69%"
bmeb4,"R$ 39,50","243,49%","7,41","2,33","4,70%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,80","4,70%","32,91%","10,75%","56,95%","14,07%",-,,"5,41",,"5,66","0,19","-0,31","-0,25","16,92","5,33","0,23","31,52%","31,48%","2,52%",,,,,"0,08","0,92","0,29","18,47%",R$ 3.959.063.000,R$ 3.959.063.000,R$ 1.773.657.000, 104.831.000,R$ 22.160.762.000,R$ 5.466.223.000,,,R$ 3.686.938.000,Tradicional,"46,32%",-,R$ 950.000,Financeiro,Bancos,14/10/2024,"35,69%"
bmgb4,"R$ 4,35","108,67%","6,36","0,58","12,35%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,32","12,35%","76,57%","5,01%","48,95%","4,74%",-,,"6,72",,"6,72","0,05","-0,08","-0,07","7,44","0,68","0,17","9,19%","7,73%","0,91%",,,,,"0,09","0,91","0,18","17,77%",R$ 2.537.060.000,R$ 2.537.060.000,R$ 4.341.618.000, 583.232.000,R$ 46.167.919.000,R$ 7.138.063.000,,,R$ 213.315.000,Nível 1,"27,45%","100,00%",R$ 2.460.000,Financeiro,Bancos,14/10/2024,"1,48%"
bmin4,"R$ 17,00","6,25%","11,17","0,59","8,24%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,47","8,24%","84,83%","22,15%","57,49%","36,32%",-,,"7,62",,"6,81","0,25","-0,51","-0,26","28,58","1,52","0,10","5,33%","5,33%","2,23%",-,,"-0,04",-,"0,42","0,58","0,07","20,43%",R$ 92.316.000,R$ 91.831.000,R$ 137.896.000, 4.825.000,R$ 328.907.000,R$ 12.032.000,,,R$ 485.000,Tradicional,"8,46%",-,R$ 5.000,Financeiro,Bancos,09/10/2024,"26,93%"
bmks3,"R$ 309,98","6,98%","9,37","0,70","12,67%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","8,95","12,67%","118,64%","95,60%","29,84%","10,75%","12,06%","-6,56","-7,35","74,27","83,26","0,61","0,85","-2,49","440,40","33,10","0,07","7,51%","-1,77%","6,56%","-0,77","-80,82","-90,61","0,02","0,87","0,13","27,56","0,29%",R$ 140.963.000,R$ -12.441.000,R$ 200.270.000, 454.000,R$ 229.528.000,R$ 172.955.000,R$ 4.874.000,R$ -153.405.000,R$ 158.279.000,Tradicional,"22,00%",-,R$ 61.000,Consumo Cíclico,Bicicletas,14/10/2024,"41,13%"
bmob3,"R$ 14,47","25,67%","11,03","1,10","3,65%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,91","3,65%","39,80%","8,21%","23,06%","7,92%","12,16%","4,41","6,77","7,45","11,44","0,87","1,92","-2,32","13,13","1,31","0,96","9,99%","6,06%","7,81%","-0,45","-3,04","-4,67",-,"0,79","0,21","3,55","55,68%",R$ 1.258.943.000,R$ 745.210.000,R$ 1.142.612.000, 87.003.000,R$ 1.455.062.000,R$ 913.252.000,R$ -,R$ -513.733.000,R$ 513.733.000,Novo Mercado,"93,58%","100,00%",R$ 3.741.000,Tecnologia da Informação,Programas e Serviços,14/10/2024,"20,90%"
bnbr3,"R$ 104,00","17,18%","4,08","0,78","5,74%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,09","5,74%","23,78%","26,68%","47,01%","44,72%",-,,"2,44",,"2,44","0,13","-0,24","-0,15","133,47","25,47","0,12","19,08%","20,23%","3,22%",,,,,"0,17","0,83","0,18","8,47%",R$ 8.982.632.000,R$ 8.982.632.000,R$ 11.528.179.000, 86.371.000,R$ 68.212.840.000,R$ 8.023.391.000,,,R$ 3.865.336.000,Tradicional,"0,71%",-,R$ 28.000,Financeiro,Bancos,10/10/2024,"4,84%"
bobr3,"R$ 1,00",-,"2,70","-12,61",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,17",-,-,"6,41%","41,88%","15,42%","17,23%","2,61","2,92","1,00","1,12","0,30","-6,84","-0,63","-0,08","0,37","1,71","-467,04%","78,75%","10,93%","-12,14","0,97","1,08","-15,23","-0,02","1,02","0,93","7,28%",R$ 427.646.000,R$ 678.587.000,R$ -20.664.000, 260.509.000,R$ 882.398.000,R$ 471.450.000,R$ 314.760.000,R$ 250.941.000,R$ 63.819.000,Tradicional,"100,00%",-,,Consumo não Cíclico,Produtos de Limpeza,27/09/2024,
bobr4,"R$ 2,36","43,90%","6,37","-29,75",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,41",-,-,"6,41%","41,88%","15,42%","17,23%","2,61","2,92","2,37","2,65","0,70","-16,15","-1,50","-0,08","0,37","1,71","-467,04%","78,75%","10,93%","-12,14","0,97","1,08","-15,23","-0,02","1,02","0,93","7,28%",R$ 427.646.000,R$ 678.587.000,R$ -20.664.000, 260.509.000,R$ 882.398.000,R$ 471.450.000,R$ 314.760.000,R$ 250.941.000,R$ 63.819.000,Tradicional,"100,00%",-,R$ 2.299.000,Consumo não Cíclico,Produtos de Limpeza,14/10/2024,
bpac11,"R$ 32,62","6,32%","11,43","2,36","2,44%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,49","2,44%","27,53%","21,78%","21,93%","25,50%",-,,"11,73",,"9,76","0,24","49,78","-2,47","13,84","2,85","0,10","20,63%","23,61%","2,12%",,,,,"0,10","0,90","1,01","35,17%",R$ 150.369.066.000,R$ 150.369.066.000,R$ 53.075.585.000, 11.506.119.000,R$ 515.198.859.000,R$ 464.636.740.000,,,R$ 74.884.747.000,Nível 1,"29,94%","100,00%",R$ 306.890.000,Financeiro,Bancos,14/10/2024,"23,88%"
bpac3,"R$ 15,78","10,58%","16,59","3,42","1,71%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,61","1,71%","27,53%","21,78%","21,93%","25,50%",-,,"11,73",,"14,17","0,35","72,24","-3,59","4,61","0,95","0,10","20,63%","23,61%","2,12%",,,,,"0,10","0,90","1,01","35,17%",R$ 150.369.066.000,R$ 150.369.066.000,R$ 53.075.585.000, 11.506.119.000,R$ 515.198.859.000,R$ 464.636.740.000,,,R$ 74.884.747.000,Nível 1,"29,94%","100,00%",R$ 61.000,Financeiro,Bancos,14/10/2024,"23,88%"
bpac5,"R$ 8,46","3,87%","8,89","1,83","3,12%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,94","3,12%","27,53%","21,78%","21,93%","25,50%",-,,"11,73",,"7,60","0,19","38,73","-1,93","4,61","0,95","0,10","20,63%","23,61%","2,12%",,,,,"0,10","0,90","1,01","35,17%",R$ 150.369.066.000,R$ 150.369.066.000,R$ 53.075.585.000, 11.506.119.000,R$ 515.198.859.000,R$ 464.636.740.000,,,R$ 74.884.747.000,Nível 1,"29,94%","100,00%",R$ 43.000,Financeiro,Bancos,14/10/2024,"23,88%"
bpan4,"R$ 9,56","20,10%","19,86","1,64","2,29%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,86","2,29%","44,68%","4,34%","47,68%","4,86%",-,,"17,71",,"17,71","0,19","-0,26","-0,21","5,84","0,48","0,22","8,24%","8,26%","0,94%",,,,,"0,11","0,89","0,12","11,57%",R$ 12.132.310.000,R$ 12.132.310.000,R$ 7.411.721.000, 1.269.070.000,R$ 65.109.833.000,R$ 6.515.232.000,,,R$ 1.526.000,Nível 1,"22,21%","100,00%",R$ 21.384.000,Financeiro,Bancos,14/10/2024,"3,48%"
bpar3,"R$ 120,60","-7,14%","3,14","0,56","2,77%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,36","2,77%","8,69%","11,39%","57,93%","20,28%",-,,"1,08",,"1,76","0,06","-0,08","-0,07","215,43","38,44","0,18","17,84%","20,89%","2,01%","-0,22",,"-0,68",-,"0,11","0,89","0,06","13,71%",R$ 1.148.311.000,R$ 704.137.000,R$ 2.051.263.000, 9.521.000,R$ 18.253.219.000,R$ 968.714.000,,,R$ 444.174.000,Tradicional,"0,02%",-,,Financeiro,Bancos,27/09/2024,"2,46%"
bpha3,"R$ 10,00","1.512,90%","0,96","-3,87",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","133,51",-,-,"13.890,08%","97,99%","1.029,52%","1.429,28%","9,96","13,83","9,34","12,97","16,04","-6,17","-19,08","-2,58","10,40","0,12","-402,50%","-40,19%","1.669,02%","-0,26","0,62","0,86","-0,26","-4,15","5,15","0,06",-,R$ 1.130.811.000,R$ 1.206.141.000,R$ -292.294.000, 113.081.000,R$ 70.490.000,R$ 11.210.000,R$ 75.330.000,R$ 75.330.000,R$ -,Novo Mercado,"0,00%","100,00%",,Saúde,Medicamentos e Outros Produtos,31/03/2024,-
brap3,"R$ 18,01","-4,49%","3,86","0,84","14,96%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,"14,96%","61,68%",-,-,-,-,"4,04","4,04","4,00","4,00","0,83","29,44","-0,86","21,50","4,66",-,"21,68%","20,94%","21,53%","-0,03","-0,17","-0,17",-,"0,99","0,01","5,41",,R$ 7.447.023.000,R$ 7.152.292.000,R$ 8.451.831.000, 393.096.000,R$ 8.508.543.000,R$ 294.978.000,R$ -,R$ -294.731.000,R$ 294.731.000,Nível 1,"71,57%","80,00%",R$ 3.147.000,Financeiro,Holdings Diversificadas,14/10/2024,
brap4,"R$ 19,45","-4,62%","4,17","0,90","15,27%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,"15,27%","61,68%",-,-,-,-,"4,04","4,04","4,32","4,32","0,90","31,79","-0,93","21,50","4,66",-,"21,68%","20,94%","21,53%","-0,03","-0,17","-0,17",-,"0,99","0,01","5,41",,R$ 7.447.023.000,R$ 7.152.292.000,R$ 8.451.831.000, 393.096.000,R$ 8.508.543.000,R$ 294.978.000,R$ -,R$ -294.731.000,R$ 294.731.000,Nível 1,"71,57%","80,00%",R$ 71.107.000,Financeiro,Holdings Diversificadas,14/10/2024,
brav3,"R$ 17,28","-45,89%","-28,07","1,62","2,21%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,91","2,21%","-62,54%","-3,25%","30,69%","25,07%","35,48%","5,62","7,96","2,57","3,64","0,37","7,24","-0,46","10,65","-0,62","0,40","-5,78%","13,08%","-1,21%","1,93","3,05","4,32","2,25","0,23","0,77","1,37","206,70%",R$ 8.021.015.000,R$ 17.549.625.000,R$ 4.944.065.000, 464.179.000,R$ 21.740.723.000,R$ 4.119.135.000,R$ 11.112.574.000,R$ 9.528.610.000,R$ 1.583.964.000,Novo Mercado,"99,91%","100,00%",R$ 184.351.000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14/10/2024,
