Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
rani4,"R$ 5,50","-5,85%","3,87","1,00",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,84",-,"86,96%","9,71%","39,83%","20,49%","30,17%","6,06","8,92","2,10","2,65","0,38","1,57","-0,57","5,51","1,42","0,45","12,18%","7,51%","4,35%","0,85","2,23","3,29","1,34","0,36","0,64","2,86","11,80%",R$ 1.810.715.000,R$ 2.869.063.000,R$ 1.251.320.000, 239.829.000,R$ 3.505.715.000,R$ 1.174.045.000,R$ 1.672.706.000,R$ 1.058.348.000,R$ 614.358.000,Tradicional,"44,27%",-,,Materiais Básicos,Papel e Celulose,15/03/2021,
rapt3,"R$ 8,94","1,56%","9,45","0,97","5,88%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,27","5,88%","54,29%","2,84%","25,35%","10,01%","12,86%","4,64","5,95","2,09","2,68","0,21","0,72","-0,52","9,19","0,95","0,79","10,30%","8,43%","4,21%","1,05","2,25","2,89","1,98","0,22","0,69","1,99","16,60%",R$ 3.367.716.000,R$ 6.542.525.000,R$ 3.025.410.000, 329.330.000,R$ 13.903.166.000,R$ 8.283.174.000,R$ 5.993.188.000,R$ 3.174.809.000,R$ 2.818.379.000,Nível 1,"60,10%","80,00%",R$ 270.000,Bens Industriais,Material Rodoviário,14/10/2024,"14,28%"
rapt4,"R$ 10,93","3,44%","11,55","1,19","4,79%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,33","4,79%","54,29%","2,84%","25,35%","10,01%","12,86%","4,64","5,95","2,55","3,28","0,26","0,87","-0,64","9,19","0,95","0,79","10,30%","8,43%","4,21%","1,05","2,25","2,89","1,98","0,22","0,69","1,99","16,60%",R$ 3.367.716.000,R$ 6.542.525.000,R$ 3.025.410.000, 329.330.000,R$ 13.903.166.000,R$ 8.283.174.000,R$ 5.993.188.000,R$ 3.174.809.000,R$ 2.818.379.000,Nível 1,"60,10%","80,00%",R$ 35.471.000,Bens Industriais,Material Rodoviário,14/10/2024,"14,28%"
rdor3,"R$ 29,97","34,24%","20,80","2,88","2,72%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,41","2,72%","56,53%","6,80%","18,16%","13,33%","16,56%","8,86","11,01","8,54","10,61","0,72","2,21","-1,40","10,40","1,44","0,51","13,86%","9,47%","3,55%","0,11","0,32","0,40","1,52","0,25","0,74","3,03","37,40%",R$ 68.610.098.000,R$ 71.173.250.000,R$ 23.802.368.000, 2.289.292.000,R$ 95.294.234.000,R$ 46.428.793.000,R$ 36.268.799.000,R$ 2.563.152.000,R$ 33.705.647.000,Nível 1,"50,01%","100,00%",R$ 156.991.000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",14/10/2024,"32,92%"
recv3,"R$ 17,90","-10,09%","9,09","1,20","11,02%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,75","11,02%","101,74%","19,22%","34,19%","24,72%","47,88%","3,97","7,70","3,65","7,07","0,67","5,02","-0,91","14,95","1,97","0,38","13,17%","9,39%","7,34%","0,11","0,33","0,63","0,48","0,56","0,44","1,98",,R$ 5.252.578.000,R$ 5.722.306.000,R$ 4.387.452.000, 293.440.000,R$ 7.872.736.000,R$ 2.119.942.000,R$ 2.096.390.000,R$ 469.728.000,R$ 1.626.662.000,Nível 1,"93,96%","100,00%",R$ 35.889.000,Utilidade Pública,Gás,14/10/2024,
rede3,"R$ 6,85","31,51%","8,32","3,35","9,83%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,85","9,83%","82,06%","10,21%","31,14%","24,79%","29,64%","4,98","5,95","2,87","3,43","0,49","8,78","-0,68","2,04","0,82","0,58","40,32%","19,13%","8,17%","2,47","2,11","2,53","3,27","0,15","0,78","1,25","8,72%",R$ 14.455.715.000,R$ 25.103.750.000,R$ 4.309.278.000, 2.110.323.000,R$ 29.523.511.000,R$ 8.259.533.000,R$ 14.092.051.000,R$ 10.648.035.000,R$ 3.444.016.000,Tradicional,"0,25%",-,R$ 13.000,Utilidade Pública,Energia Elétrica,14/10/2024,"19,62%"
rent3,"R$ 42,46","-19,51%","29,65","1,80","3,76%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,38","3,76%","109,69%","4,66%","23,80%","15,71%","32,83%","7,22","15,09","4,20","8,79","0,56","17,44","-0,73","23,63","1,43","0,41","6,06%","7,26%","1,89%","1,29","3,01","6,30","1,74","0,31","0,69","1,16","26,45%",R$ 45.512.443.000,R$ 78.138.310.000,R$ 25.330.545.000, 1.071.889.000,R$ 81.040.741.000,R$ 18.971.562.000,R$ 44.020.577.000,R$ 32.625.867.000,R$ 11.394.710.000,Novo Mercado,"79,72%","100,00%",R$ 316.437.000,Consumo Cíclico,Aluguel de carros,14/10/2024,"12,97%"
rnew4,"R$ 1,16","-1,69%","9,69","0,33",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,40",-,-,"14,46%","68,94%","109,38%","158,11%","4,08","5,90","0,89","1,28","0,10","-0,84","-0,10","3,55","0,12","0,07","3,37%","8,25%","1,01%","1,18","3,21","4,64","1,28","0,30","0,70","0,32","16,03%",R$ 285.659.000,R$ 1.332.637.000,R$ 884.947.000, 249.483.000,R$ 2.962.826.000,R$ 161.231.000,R$ 1.130.028.000,R$ 1.046.978.000,R$ 83.050.000,Nível 2,"30,34%","100,00%",R$ 419.000,Utilidade Pública,Energia Elétrica,14/10/2024,
romi3,"R$ 10,85","1,37%","7,00","0,84","7,20%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,87","7,20%","46,83%","12,41%","28,81%","12,03%","16,89%","7,38","10,35","5,15","7,22","0,43","1,36","-1,10","12,84","1,55","0,49","12,06%","6,71%","6,11%","0,37","2,23","3,13","0,62","0,50","0,49","2,06","8,73%",R$ 1.010.902.000,R$ 1.448.771.000,R$ 1.196.713.000, 93.170.000,R$ 2.370.300.000,R$ 1.451.674.000,R$ 739.891.000,R$ 437.869.000,R$ 302.022.000,Novo Mercado,"53,55%","100,00%",R$ 2.299.000,Bens Industriais,Máquinas e Equipamentos Industriais,14/10/2024,"2,20%"
rpad3,"R$ 9,57","25,92%","49,83","0,75",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,-,-,-,-,-,-,,"74,64",,"85,13","0,74","15,78","-0,78","12,84","0,19",-,"1,50%","0,83%","1,49%","-0,05",,"-5,61",-,"1,00",-,"14,69","-100,00%",R$ 763.948.000,R$ 710.537.000,R$ 1.087.490.000, 84.682.000,R$ 1.091.335.000,R$ 55.100.000,R$ -,R$ -53.411.000,R$ 53.411.000,Nível 1,"24,65%",-,R$ 2.000,Financeiro,Serviços Financeiros Diversos,27/09/2024,"-16,84%"
rpad6,"R$ 9,02","12,89%","46,97","0,70",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,-,-,-,-,-,-,,"74,64",,"80,23","0,70","14,88","-0,74","12,84","0,19",-,"1,50%","0,83%","1,49%","-0,05",,"-5,61",-,"1,00",-,"14,69","-100,00%",R$ 763.948.000,R$ 710.537.000,R$ 1.087.490.000, 84.682.000,R$ 1.091.335.000,R$ 55.100.000,R$ -,R$ -53.411.000,R$ 53.411.000,Nível 1,"24,65%",-,R$ 000,Financeiro,Serviços Financeiros Diversos,29/09/2024,"-16,84%"
rpmg3,"R$ 3,07","34,65%","-0,21","-0,04",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,04",-,-,"-19,67%","-15,92%","-24,42%","-24,02%","-0,17","-0,16","-0,17","-0,17","0,03","-0,20","-0,48","-85,31","-14,92","0,70","-17,49%","21,72%","-13,71%",-,-,-,-,"-0,78","1,78","0,87","34,08%",R$ 207.813.000,R$ 205.562.000,R$ -5.774.748.000, 67.691.000,R$ 7.364.062.000,R$ 6.935.236.000,R$ 1.915.000,R$ -2.251.000,R$ 4.166.000,Tradicional,"33,27%",-,R$ 118.000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14/10/2024,
rsid3,"R$ 3,12","-22,00%","0,21","-0,07",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,07",-,-,"502,71%","-1,62%","-527,72%","-527,06%","-1,15","-1,15","-0,20","-0,20","0,12","-0,11","-0,25","-45,35","14,65","0,11","-32,30%","53,33%","55,07%","-0,32","-0,95","-0,95","-0,36","-1,71","2,71","0,34","-0,84%",R$ 62.400.000,R$ 354.162.000,R$ -907.084.000, 20.000.000,R$ 529.778.000,R$ 283.033.000,R$ 330.358.000,R$ 291.762.000,R$ 38.596.000,Novo Mercado,"94,94%","100,00%",R$ 166.000,Consumo Cíclico,Incorporações,14/10/2024,
rsul4,"R$ 61,50","-17,78%","6,69","1,81",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,04",-,-,"15,54%","42,37%","23,68%","25,47%","1,22","1,32","4,08","4,39","0,96","3,34","-2,10","33,91","9,19","0,93","27,10%","25,77%","14,42%","-0,20","-0,46","-0,49","0,06","0,53","0,47","2,15","16,39%",R$ 153.599.000,R$ 111.861.000,R$ 205.895.000, 6.072.000,R$ 387.085.000,R$ 209.086.000,R$ 11.358.000,R$ -41.738.000,R$ 53.096.000,Tradicional,"23,31%",-,R$ 144.000,Bens Industriais,Material Rodoviário,14/10/2024,"26,38%"
sanb11,"R$ 28,91","10,74%","9,41","0,92","5,64%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,83","5,64%","52,41%","8,81%","39,60%","12,10%",-,,"6,86",,"6,86","0,09","-0,15","-0,11","31,28","3,07","0,11","9,82%","9,84%","0,97%",,,,,"0,10","0,90","0,26","11,82%",R$ 108.478.751.000,R$ 108.478.751.000,R$ 117.268.246.000, 7.498.531.000,R$ 1.189.995.630.000,R$ 246.872.884.000,,,R$ 20.524.918.000,Nível 1,"9,88%","100,00%",R$ 61.269.000,Financeiro,Bancos,14/10/2024,"-7,05%"
sanb3,"R$ 13,76","10,94%","8,96","0,88","5,62%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,79","5,62%","52,41%","8,81%","39,60%","12,10%",-,,"6,86",,"6,53","0,09","-0,15","-0,11","15,64","1,54","0,11","9,82%","9,84%","0,97%",,,,,"0,10","0,90","0,26","11,82%",R$ 108.478.751.000,R$ 108.478.751.000,R$ 117.268.246.000, 7.498.531.000,R$ 1.189.995.630.000,R$ 246.872.884.000,,,R$ 20.524.918.000,Nível 1,"9,88%","100,00%",R$ 795.000,Financeiro,Bancos,14/10/2024,"-7,05%"
sanb4,"R$ 15,20","10,69%","9,90","0,97","5,65%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,87","5,65%","52,41%","8,81%","39,60%","12,10%",-,,"6,86",,"7,21","0,10","-0,16","-0,12","15,64","1,54","0,11","9,82%","9,84%","0,97%",,,,,"0,10","0,90","0,26","11,82%",R$ 108.478.751.000,R$ 108.478.751.000,R$ 117.268.246.000, 7.498.531.000,R$ 1.189.995.630.000,R$ 246.872.884.000,,,R$ 20.524.918.000,Nível 1,"9,88%","100,00%",R$ 911.000,Financeiro,Bancos,14/10/2024,"-7,05%"
sapr11,"R$ 27,85","19,35%","5,55","0,83","4,99%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,26","4,99%","29,83%","22,76%","59,03%","36,04%","43,79%","4,57","5,55","2,88","3,50","0,43","6,44","-0,51","33,68","5,02","0,34","14,90%","11,17%","7,68%","0,49","1,69","2,06","0,63","0,52","0,48","1,71","7,13%",R$ 8.382.153.000,R$ 13.328.466.000,R$ 10.179.802.000, 1.511.205.000,R$ 19.737.405.000,R$ 3.143.582.000,R$ 6.385.299.000,R$ 4.946.313.000,R$ 1.438.986.000,Nível 2,"79,97%","100,00%",R$ 33.272.000,Utilidade Pública,Água e Saneamento,14/10/2024,"7,03%"
sapr3,"R$ 5,34","17,61%","5,32","0,79","4,82%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,21","4,82%","29,83%","22,76%","59,03%","36,04%","43,79%","4,57","5,55","2,77","3,36","0,41","6,18","-0,49","6,74","1,00","0,34","14,90%","11,17%","7,68%","0,49","1,69","2,06","0,63","0,52","0,48","1,71","7,13%",R$ 8.382.153.000,R$ 13.328.466.000,R$ 10.179.802.000, 1.511.205.000,R$ 19.737.405.000,R$ 3.143.582.000,R$ 6.385.299.000,R$ 4.946.313.000,R$ 1.438.986.000,Nível 2,"79,97%","100,00%",R$ 942.000,Utilidade Pública,Água e Saneamento,14/10/2024,"7,03%"
sapr4,"R$ 5,65","21,91%","5,63","0,84","5,01%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,28","5,01%","29,83%","22,76%","59,03%","36,04%","43,79%","4,57","5,55","2,93","3,55","0,43","6,54","-0,51","6,74","1,00","0,34","14,90%","11,17%","7,68%","0,49","1,69","2,06","0,63","0,52","0,48","1,71","7,13%",R$ 8.382.153.000,R$ 13.328.466.000,R$ 10.179.802.000, 1.511.205.000,R$ 19.737.405.000,R$ 3.143.582.000,R$ 6.385.299.000,R$ 4.946.313.000,R$ 1.438.986.000,Nível 2,"79,97%","100,00%",R$ 7.659.000,Utilidade Pública,Água e Saneamento,14/10/2024,"7,03%"
sbfg3,"R$ 15,01","108,96%","7,81","1,27","1,17%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,51","1,17%","9,03%","6,56%","47,72%","8,84%","9,86%","8,56","9,55","5,20","5,80","0,44","1,90","-0,97","11,82","1,92","0,86","16,25%","9,92%","5,60%","0,82","3,36","3,75","1,06","0,35","0,65","1,73","22,88%",R$ 3.657.771.000,R$ 6.021.972.000,R$ 2.880.588.000, 243.688.000,R$ 8.328.862.000,R$ 4.561.741.000,R$ 3.067.312.000,R$ 2.364.201.000,R$ 703.111.000,Novo Mercado,"60,31%","100,00%",R$ 29.055.000,Consumo Cíclico,Produtos Diversos,14/10/2024,"8,55%"
sbsp3,"R$ 90,01","46,88%","15,13","1,93","1,63%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,28","1,63%","24,22%","15,04%","40,70%","28,71%","39,91%","7,24","10,07","5,70","7,93","0,95","23,64","-1,12","46,52","5,95","0,42","12,79%","11,54%","6,29%","0,52","1,54","2,14","0,68","0,49","0,51","1,36","8,49%",R$ 61.522.723.000,R$ 78.146.006.000,R$ 31.797.089.000, 683.509.000,R$ 64.679.143.000,R$ 9.770.283.000,R$ 21.776.808.000,R$ 16.623.283.000,R$ 5.153.525.000,Novo Mercado,"49,74%","100,00%",R$ 291.619.000,Utilidade Pública,Água e Saneamento,14/10/2024,"3,84%"
scar3,"R$ 22,24","-7,22%","5,19","0,76","7,94%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,12","7,94%","40,67%","21,63%","47,37%","36,52%","40,81%","5,21","5,82","2,75","3,07","0,42","2,58","-0,53","29,16","4,28","0,37","14,69%","12,80%","7,97%","0,68","2,46","2,75","0,78","0,54","0,45","3,74","25,16%",R$ 1.284.077.000,R$ 2.432.153.000,R$ 1.683.648.000, 57.737.000,R$ 3.093.423.000,R$ 679.281.000,R$ 1.307.806.000,R$ 1.148.076.000,R$ 159.730.000,Nível 1,"38,65%","0,10%",R$ 286.000,Financeiro,Exploração de Imóveis,14/10/2024,"23,18%"
seer3,"R$ 5,85","-8,88%","2.670,29","0,61",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,40",-,-,"0,01%","53,67%","12,87%","24,58%","2,95","5,63","1,63","3,11","0,21","3,76","-0,29","9,64",-,"0,54","0,02%","10,70%","0,01%","0,49","1,32","2,52","0,75","0,35","0,65","1,27","8,10%",R$ 753.021.000,R$ 1.364.467.000,R$ 1.240.844.000, 128.721.000,R$ 3.512.696.000,R$ 930.832.000,R$ 927.297.000,R$ 611.446.000,R$ 315.851.000,Novo Mercado,"40,60%","100,00%",R$ 2.290.000,Consumo Cíclico,Serviços Educacionais,14/10/2024,"-70,95%"
seql3,"R$ 4,07","-54,78%","-0,10","0,14",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,13",-,-,"-133,66%","-11,52%","-119,00%","-85,93%","-1,15","-0,83","-0,16","-0,11","0,04","-0,20","-0,05","29,64","-40,63","0,31","-137,09%","-70,92%","-40,93%","0,87","-0,99","-0,71","0,95","0,30","0,69","0,48",,R$ 81.560.000,R$ 599.640.000,R$ 593.879.000, 20.039.000,R$ 1.993.311.000,R$ 372.123.000,R$ 562.276.000,R$ 518.080.000,R$ 44.196.000,Novo Mercado,"99,89%","100,00%",R$ 2.554.000,Tecnologia da Informação,Programas e Serviços,14/10/2024,
shul3,"R$ 27,31","-0,52%","36,07","7,16","1,25%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","5,10","1,25%","43,73%","14,15%","25,16%","15,09%","18,61%","14,73","18,17","27,42","33,83","3,77","8,25","-12,02","3,81","0,76","0,74","19,86%","12,16%","10,45%","-0,14","-0,53","-0,65","0,57","0,53","0,47","2,99","12,51%",R$ 5.428.833.000,R$ 5.241.296.000,R$ 1.362.742.000, 357.374.000,R$ 2.589.090.000,R$ 1.777.075.000,R$ 777.400.000,R$ -187.537.000,R$ 964.937.000,Tradicional,"56,37%",-,,Bens Industriais,"Motores, Compressores e Outros",27/09/2024,"22,72%"
shul4,"R$ 6,15","-15,58%","8,12","1,61","7,07%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,15","7,07%","43,73%","14,15%","25,16%","15,09%","18,61%","14,73","18,17","6,18","7,62","0,85","1,86","-2,71","3,81","0,76","0,74","19,86%","12,16%","10,45%","-0,14","-0,53","-0,65","0,57","0,53","0,47","2,99","12,51%",R$ 5.428.833.000,R$ 5.241.296.000,R$ 1.362.742.000, 357.374.000,R$ 2.589.090.000,R$ 1.777.075.000,R$ 777.400.000,R$ -187.537.000,R$ 964.937.000,Tradicional,"56,37%",-,R$ 2.223.000,Bens Industriais,"Motores, Compressores e Outros",14/10/2024,"22,72%"
simh3,"R$ 5,20","-32,47%","-9,51","1,42",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,13",-,-,"-1,32%","24,65%","14,56%","25,62%","4,77","8,40","0,49","0,86","0,06","0,64","-0,09","3,65","-0,55","0,47","-14,98%","9,20%","-0,75%","12,50","4,28","7,54","16,27","0,04","0,91","1,39",,R$ 4.539.810.000,R$ 44.371.593.000,R$ 3.187.308.000, 873.040.000,R$ 77.114.252.000,R$ 25.227.262.000,R$ 51.848.627.000,R$ 39.831.783.000,R$ 12.016.844.000,Novo Mercado,"26,00%","100,00%",R$ 25.549.000,Financeiro,Holdings Diversificadas,14/10/2024,
slce3,"R$ 17,16","-8,19%","13,45","1,55","5,17%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,95","5,17%","69,32%","7,05%","27,38%","18,59%","21,64%","6,85","7,97","4,38","5,10","0,49","2,88","-0,93","11,04","1,28","0,52","11,55%","13,33%","3,63%","0,88","2,47","2,87","1,10","0,32","0,67","1,56","21,42%",R$ 7.607.537.000,R$ 11.892.807.000,R$ 4.896.077.000, 443.329.000,R$ 15.536.244.000,R$ 7.341.432.000,R$ 5.387.071.000,R$ 4.285.270.000,R$ 1.101.801.000,Novo Mercado,"43,81%","100,00%",R$ 47.906.000,Consumo não Cíclico,Agricultura,14/10/2024,"12,37%"
sled4,"R$ 10,00","910,10%","1,40","-0,25",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,30",-,-,"92,72%","47,86%","73,94%","121,07%","1,47","2,41","1,07","1,75","1,50","-0,62","-2,26","-39,57","7,15","1,15","-18,07%","-15,91%","107,06%","-0,09","0,40","0,65","-0,09","-5,92","6,92","0,12","-35,58%",R$ 96.350.000,R$ 132.234.000,R$ -381.277.000, 9.635.000,R$ 64.369.000,R$ 21.688.000,R$ 35.982.000,R$ 35.884.000,R$ 98.000,Nível 2,"331,27%","100,00%",,Consumo não Cíclico,Produtos Diversos,13/03/2024,
smft3,"R$ 22,23","9,63%","14,81","2,44","0,85%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,69","0,85%","35,91%","18,19%","40,74%","21,06%","47,44%","6,54","14,73","5,68","12,79","0,81","9,04","-1,06","9,11","1,50","0,30","16,48%","5,24%","5,54%","0,37","0,86","1,94","0,90","0,33","0,67","1,64",,R$ 13.032.166.000,R$ 15.011.929.000,R$ 5.339.617.000, 586.242.000,R$ 16.006.473.000,R$ 3.706.513.000,R$ 4.794.346.000,R$ 1.979.763.000,R$ 2.814.583.000,Tradicional,"52,44%",-,R$ 39.846.000,Consumo Cíclico,Atividades Esportivas,14/10/2024,
smto3,"R$ 26,46","-29,14%","6,73","1,41","3,39%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,27","3,39%","22,79%","18,94%","23,31%","34,96%","51,23%","4,40","6,44","2,49","3,64","0,42","2,98","-0,62","18,71","3,93","0,33","21,03%","13,43%","6,29%","1,09","1,91","2,80","1,61","0,30","0,70","1,80","16,87%",R$ 9.165.084.000,R$ 16.197.268.000,R$ 6.478.956.000, 346.375.000,R$ 21.645.461.000,R$ 6.948.811.000,R$ 10.460.281.000,R$ 7.032.184.000,R$ 3.428.097.000,Novo Mercado,"41,10%","100,00%",R$ 43.219.000,Consumo não Cíclico,Açucar e Alcool,14/10/2024,"18,32%"
snsy3,"R$ 12,75","120,21%","-3,16","-0,08",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,18",-,-,"-5,71%","26,53%","20,76%","22,53%","1,36","1,48","0,80","0,87","0,31","-9,55","-0,77","-151,09","-4,03","1,73","-2,67%","-10,62%","-9,48%","-0,08","0,78","0,85","-0,09","-3,70","4,70","0,95","14,63%",R$ 118.415.000,R$ 276.936.000,R$ -1.930.166.000, 12.774.000,R$ 522.063.000,R$ 309.219.000,R$ 170.259.000,R$ 158.521.000,R$ 11.738.000,Tradicional,"66,36%",-,R$ 21.000,Materiais Básicos,Materiais Diversos,08/10/2024,
soja3,"R$ 12,17","-3,14%","4,77","1,27","8,93%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,83","8,93%","37,14%","17,38%","15,36%","11,93%","12,82%","6,98","7,50","6,47","6,95","0,51","1,44","-1,85","9,57","2,55","0,62","26,64%","6,79%","11,15%","0,10","0,51","0,55","0,74","0,40","0,44","1,98","37,47%",R$ 1.646.870.000,R$ 1.777.136.000,R$ 1.294.972.000, 135.322.000,R$ 3.201.582.000,R$ 2.310.779.000,R$ 954.659.000,R$ 130.266.000,R$ 824.393.000,Novo Mercado,"43,03%","100,00%",R$ 7.747.000,Consumo não Cíclico,Agricultura,14/10/2024,"68,00%"
sond6,"R$ 47,00","-6,49%","17,36","2,20",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,68",-,"218,04%","3,94%","31,74%","7,36%","9,93%","5,34","7,20","6,89","9,31","1,15","3,97","-3,19","21,34","2,71","1,67","12,68%","7,20%","6,65%","-0,50","-1,56","-2,10",-,"0,52","0,48","1,82","21,55%",R$ 115.521.000,R$ 89.409.000,R$ 52.457.000, 2.457.000,R$ 100.834.000,R$ 64.661.000,R$ -,R$ -26.112.000,R$ 26.112.000,Tradicional,"13,02%",-,R$ 3.000,Bens Industriais,Engenharia Consultiva,11/10/2024,"8,83%"
srna3,"R$ 8,04","-7,69%","17,82","0,94",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,52",-,-,"8,53%","34,88%","42,48%","60,70%","7,72","11,02","2,50","3,58","0,26","-5,58","-0,29","8,53","0,45","0,17","5,29%","6,49%","1,45%","1,96","5,21","7,44","2,21","0,27","0,72","0,72","26,56%",R$ 5.006.753.000,R$ 15.423.119.000,R$ 5.313.582.000, 622.730.000,R$ 19.346.056.000,R$ 2.312.669.000,R$ 11.763.676.000,R$ 10.416.366.000,R$ 1.347.310.000,Novo Mercado,"68,34%","100,00%",R$ 19.083.000,Utilidade Pública,Energia Elétrica,14/10/2024,"53,77%"
